"code","cbs_code","name","authority_name","authority_name_moin","moin_code_col_a","moin_code_col_c","district","type","municipal_status","population","population_2024","socio_cluster_2021","cbs_socio_cluster","socio_rank_2021","socio_value_2021","periphery_cluster_2020","cbs_periphery_cluster","periphery_rank_2020","periphery_value_2020","education_expense_1486_tk","education_revenue_1384_tk","education_net_difference_tk","municipal_education_self_funding_rate","regular_budget_expense_40811_tk","regular_budget_revenue_40814_tk","own_revenue_1805_tk","own_revenue_share_pct","own_revenues_per_capita_nis","arnona_residential_4138_tk","arnona_residential_per_capita_nis","arnona_other_4146_tk","arnona_other_per_capita_nis","arnona_total_4162_tk","arnona_total_per_capita_nis","balancing_grant_1819_tk","balancing_grant_per_capita_nis","is_tamar_outlier","is_war_evacuated_2024","anomaly_classification","arnona_identity_valid","provenance"
"46","46","יבנאל","יבנאל","יבנאל","2904","80046","הצפון","מועצה מקומית","מועצה מקומית","4801","4801","2","2","22","-1.23602910265812","3","3","44","-0.635851708117327","16085","9794","6291","39.11","45282","45316","13578","29.96","2828.16","7598","1582.59","1754","365.34","9352","1947.93","14247","2967.51","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"29","29","יסוד המעלה","יסוד המעלה","יסוד המעלה","2903","80029","הצפון","מועצה מקומית","מועצה מקומית","1930","1930","7","7","204","0.938158905958467","1","1","18","-1.15533142076896","3356","2076","1280","38.14","18193","18163","10829","59.62","5610.88","4330","2243.52","3085","1598.45","7415","3841.97","1640","849.74","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"499","499","יפיע","יפיע","יפיע","2953","90499","הצפון","מועצה מקומית","מועצה מקומית","18837","18837","3","3","44","-0.892689380207931","5","5","138","0.14531620428134","86472","70232","16240","18.78","165408","147516","42344","28.7","2247.92","14416","765.3","4394","233.26","18810","998.57","19236","1021.18","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"831","831","ירוחם","ירוחם","ירוחם","2832","50831","הדרום","מועצה מקומית","מועצה מקומית","11989","11989","4","4","78","-0.581698511687117","2","2","20","-1.02456827428646","39888","28422","11466","28.75","121910","119023","53830","45.23","4489.95","11364","947.87","20236","1687.88","31600","2635.75","13199","1100.93","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"502","502","ירכא","ירכא","ירכא","2955","90502","הצפון","מועצה מקומית","מועצה מקומית","16823","16823","3","3","69","-0.695433792837767","3","3","85","-0.316684037631297","48302","33432","14870","30.79","129373","128554","42989","33.44","2555.37","14705","874.1","14690","873.21","29395","1747.31","19870","1181.12","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"504","504","כאבול","כאבול","כאבול","2956","90504","הצפון","מועצה מקומית","מועצה מקומית","12589","12589","3","3","60","-0.747251334643089","4","4","110","-0.122031945610467","51086","46591","4495","8.8","112607","110447","26556","24.04","2109.46","13109","1041.31","3721","295.58","16830","1336.88","16450","1306.7","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"505","505","כאוכב אבו אל-היג'א","כאוכב אבו אל-היג'א","כאוכב אבו אל-היג'א","2957","90505","הצפון","מועצה מקומית","מועצה מקומית","4037","4037","5","5","100","-0.350898047994298","4","4","92","-0.246601578151951","23873","24015","-142","-0.59","47077","47181","8727","18.5","2161.75","3345","828.59","278","68.86","3623","897.45","7511","1860.54","False","False","SOURCE_VERIFIED_ANOMALY","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1224","1224","כוכב יאיר","כוכב יאיר","כוכב יאיר צור יגאל","2891","71224","המרכז","מועצה מקומית","מועצה מקומית","9008","9008","9","9","252","1.90646625286262","6","6","194","0.865979525424562","28036","17724","10312","36.78","81157","81178","56190","69.22","6237.79","30359","3370.23","14106","1565.94","44465","4936.17","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1059","1059","כסיפה","כסיפה","כסיפה","2996","91059","הדרום","מועצה מקומית","מועצה מקומית","21849","21849","1","1","5","-2.29965869963591","2","2","34","-0.793374844145404","77272","70986","6286","8.13","130271","130983","24437","18.66","1118.45","3296","150.85","770","35.24","4066","186.1","25348","1160.14","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1296","1296","כסרא-סמיע","כסרא-סמיע","כסרא-סמיע","2958","90506","הצפון","מועצה מקומית","מועצה מקומית","9549","9549","3","3","52","-0.802430851843577","3","3","42","-0.651467193784239","28215","26647","1568","5.56","78689","81823","21571","26.36","2258.98","9274","971.2","1574","164.83","10848","1136.04","15715","1645.72","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"978","978","כעביה-טבאש-חג'אג'רה","כעביה-טבאש-חג'אג'רה","כעביה-טבאש-חג'אג'רה","2993","90978","הצפון","מועצה מקומית","מועצה מקומית","6545","6545","3","3","43","-0.900669066121066","4","4","111","-0.10480141625948","16617","11995","4622","27.81","43005","42536","11292","26.55","1725.29","4669","713.37","126","19.25","4795","732.62","9939","1518.56","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"633","633","כפר ברא","כפר ברא","כפר ברא","2984","90633","המרכז","מועצה מקומית","מועצה מקומית","3962","3962","4","4","94","-0.403973966759521","7","7","217","1.33353211284331","19523","15999","3524","18.05","43349","44016","11567","26.28","2919.49","3524","889.45","526","132.76","4050","1022.21","9989","2521.2","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1263","1263","כפר ורדים","כפר ורדים","כפר ורדים","2915","81263","הצפון","מועצה מקומית","מועצה מקומית","5534","5534","9","9","242","1.5598030443827","3","3","48","-0.602607979956903","39872","36107","3765","9.44","74844","74577","33380","44.76","6031.8","21166","3824.72","1399","252.8","22565","4077.52","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"507","507","כפר יאסיף","כפר יאסיף","כפר יאסיף","2959","90507","הצפון","מועצה מקומית","מועצה מקומית","10526","10526","5","5","126","-0.0358305872492414","4","4","108","-0.13173738289388","37730","34425","3305","8.76","93522","93656","30447","32.51","2892.55","12462","1183.93","6623","629.2","19085","1813.13","12488","1186.4","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"508","508","כפר כמא","כפר כמא","כפר כמא","2960","90508","הצפון","מועצה מקומית","מועצה מקומית","3545","3545","6","6","159","0.306933832042368","3","3","61","-0.496522593923257","8921","6793","2128","23.85","30323","30310","7298","24.08","2058.67","3576","1008.74","618","174.33","4194","1183.07","8131","2293.65","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"509","509","כפר כנא","כפר כנא","כפר כנא","2961","90509","הצפון","מועצה מקומית","מועצה מקומית","25374","25374","3","3","29","-1.06350606362126","4","4","117","-0.0760771759483865","74491","60067","14424","19.36","185346","183265","62988","34.37","2482.38","18555","731.26","9551","376.41","28106","1107.67","29634","1167.89","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"510","510","כפר מנדא","כפר מנדא","כפר מנדא","2962","90510","הצפון","מועצה מקומית","מועצה מקומית","22268","22268","2","2","16","-1.45297251582064","4","4","98","-0.20118199670454","95621","82681","12940","13.53","194651","177675","32860","18.49","1475.66","10644","478","4683","210.3","15327","688.3","21556","968.03","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"267","267","כפר שמריהו","כפר שמריהו","כפר שמריהו","2885","70267","תל אביב","מועצה מקומית","מועצה מקומית","1981","1981","10","10","254","2.46154589448067","8","8","226","1.68201243821279","9821","6581","3240","32.99","43167","43998","40167","91.29","20276.12","17602","8885.41","4709","2377.08","22311","11262.49","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"47","47","כפר תבור","כפר תבור","כפר תבור","2905","80047","הצפון","מועצה מקומית","מועצה מקומית","4276","4276","8","8","225","1.26572255965062","3","3","76","-0.374606541459784","14438","10291","4147","28.72","46810","46816","32534","69.49","7608.51","11769","2752.34","6585","1539.99","18354","4292.33","1694","396.16","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1271","1271","להבים","להבים","להבים","2893","71271","הדרום","מועצה מקומית","מועצה מקומית","8027","8027","9","9","253","1.97203604550363","3","3","81","-0.344938869076389","17915","12712","5203","29.04","69100","69101","52459","75.92","6535.32","26340","3281.43","2852","355.3","29192","3636.73","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1060","1060","לקיה","לקיה","לקיה","2997","91060","הדרום","מועצה מקומית","מועצה מקומית","19362","19362","2","2","9","-1.99574811784224","3","3","67","-0.455025519363419","80966","85042","-4076","-5.03","143884","144448","16475","11.41","850.89","2349","121.32","456","23.55","2805","144.87","22666","1170.64","False","False","SOURCE_VERIFIED_ANOMALY","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1015","1015","מבשרת ציון","מבשרת ציון","מבשרת ציון","2835","51015","ירושלים","מועצה מקומית","מועצה מקומית","26534","26534","8","8","210","1.0922078784358","6","6","202","0.943077968679338","67844","40070","27774","40.94","200767","200842","138462","68.94","5218.29","68505","2581.78","34762","1310.09","103267","3891.87","5994","225.9","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"516","516","מג'ד אל-כרום","מג'ד אל-כרום","מג'ד אל-כרום","2964","90516","הצפון","מועצה מקומית","מועצה מקומית","15429","15429","3","3","73","-0.668407410497829","4","4","94","-0.226489537321278","63214","55079","8135","12.87","130331","130522","30975","23.73","2007.58","13695","887.61","5292","342.99","18987","1230.6","19505","1264.18","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"65","65","מגדל","מגדל","מגדל","2909","80065","הצפון","מועצה מקומית","מועצה מקומית","2162","2162","5","5","133","-0.00425125789444863","2","2","35","-0.761725457985965","10281","5301","4980","48.44","37150","37168","21011","56.53","9718.32","6911","3196.58","6922","3201.67","13833","6398.24","2256","1043.48","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"4201","4201","מג'דל שמס","מג'דל שמס","מג'דל שמס","3012","94201","הצפון","מועצה מקומית","מועצה מקומית","11264","11264","3","3","76","-0.650575504132796","1","1","5","-1.51826246892409","27835","21583","6252","22.46","104279","106431","50905","47.83","4519.26","7587","673.56","5336","473.72","12923","1147.28","19409","1723.1","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"28","28","מזכרת בתיה","מזכרת בתיה","מזכרת בתיה","2902","80028","המרכז","מועצה מקומית","מועצה מקומית","16334","16334","8","8","228","1.29412312978528","6","6","208","1.1009318416764","46276","32223","14053","30.37","120277","120277","77374","64.33","4736.99","37299","2283.52","9688","593.12","46987","2876.64","4820","295.09","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"517","517","מזרעה","מזרעה","מזרעה","2965","90517","הצפון","מועצה מקומית","מועצה מקומית","3920","3920","4","4","93","-0.405378102640765","4","4","96","-0.220584715500167","10849","8560","2289","21.1","33838","33838","8447","24.96","2154.85","2851","727.3","1860","474.49","4711","1201.79","6779","1729.34","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"43","43","מטולה","מטולה","מטולה","2883","70043","הצפון","מועצה מקומית","מועצה מקומית","2248","2248","7","7","203","0.891025755400212","1","1","10","-1.42214332528473","4392","5652","-1260","-28.69","18542","18551","2984","16.09","1327.4","72","32.03","576","256.23","648","288.26","1348","599.64","False","True","WAR_EVACUATION_ANOMALY","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1268","1268","מיתר","מיתר","מיתר","2892","71268","הדרום","מועצה מקומית","מועצה מקומית","11608","11608","9","9","241","1.49507980417734","3","3","57","-0.543315225585681","30986","21838","9148","29.52","100008","100120","71199","71.11","6133.61","36017","3102.77","1995","171.86","38012","3274.64","2968","255.69","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"4203","4203","מסעדה","מסעדה","מסעדה","3013","94203","הצפון","מועצה מקומית","מועצה מקומית","4205","4205","3","3","41","-0.918827784817727","1","1","9","-1.4829089440105","13372","9876","3496","26.14","49801","50623","19836","39.18","4717.24","3984","947.44","2167","515.34","6151","1462.78","9977","2372.65","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"518","518","מעיליא","מעיליא","מעיליא","2966","90518","הצפון","מועצה מקומית","מועצה מקומית","3323","3323","7","7","205","0.958916403155202","3","3","41","-0.666883979407407","7572","5249","2323","30.68","31233","31237","15241","48.79","4586.52","4949","1489.32","4450","1339.15","9399","2828.47","5255","1581.4","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3608","3608","מעלה אפרים","מעלה אפרים","מעלה אפרים","2924","83608","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","1747","1747","3","3","70","-0.69032138928518","3","3","78","-0.368078492473093","5182","3434","1748","33.73","26873","26927","10376","38.53","5939.32","1622","928.45","1302","745.28","2924","1673.73","5853","3350.31","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1327","1327","מעלה עירון","מעלה עירון","מעלה עירון","3005","91327","חיפה","מועצה מקומית","מועצה מקומית","15486","15486","3","3","31","-1.05759281070729","5","5","139","0.147462630079582","67369","59669","7700","11.43","129097","129110","27002","20.91","1743.64","12127","783.09","1301","84.01","13428","867.11","20060","1295.36","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"99","99","מצפה רמון","מצפה רמון","מצפה רמון","2826","50099","הדרום","מועצה מקומית","מועצה מקומית","5843","5843","3","3","40","-0.922174759991749","1","1","6","-1.51602571001199","24804","21027","3777","15.23","93574","93907","44591","47.48","7631.52","10519","1800.27","8558","1464.66","19077","3264.93","8422","1441.38","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"520","520","משהד","משהד","משהד","2967","90520","הצפון","מועצה מקומית","מועצה מקומית","8822","8822","3","3","27","-1.12699252625568","5","5","125","0.0375358287657019","27119","21745","5374","19.82","62711","62650","14647","23.38","1660.28","6104","691.91","1153","130.7","7257","822.6","14570","1651.55","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"522","522","נחף","נחף","נחף","2968","90522","הצפון","מועצה מקומית","מועצה מקומית","13995","13995","3","3","33","-1.01427778982551","3","3","72","-0.431931151999828","66837","64135","2702","4.04","123579","123613","20469","16.56","1462.59","9138","652.95","2161","154.41","11299","807.36","19739","1410.43","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"525","525","סאג'ור","סאג'ור","סאג'ור","2969","90525","הצפון","מועצה מקומית","מועצה מקומית","4303","4303","4","4","89","-0.44931717079904","3","3","51","-0.574071419906389","10215","7182","3033","29.69","35282","31761","10742","33.82","2496.4","4484","1042.06","283","65.77","4767","1107.83","8041","1868.7","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"587","587","סביון","סביון","סביון","2887","70587","המרכז","מועצה מקומית","מועצה מקומית","4405","4405","10","10","255","2.58668272851169","9","9","242","2.63257656573571","13575","6209","7366","54.26","86540","87318","79435","90.97","18032.92","31698","7195.91","4241","962.77","35939","8158.68","51","11.58","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"4501","4501","ע'ג'ר","ע'ג'ר","ע'ג'ר","3014","94501","הצפון","מועצה מקומית","מועצה מקומית","2738","2738","3","3","37","-0.984989939634897","1","1","7","-1.49613467360163","6911","5030","1881","27.22","40299","39121","19687","50.32","7190.28","0","0","330","120.53","330","120.53","8558","3125.64","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"666","666","עומר","עומר","עומר","2888","70666","הדרום","מועצה מקומית","מועצה מקומית","8078","8078","9","9","251","1.85631064333778","3","3","77","-0.369943690381158","37464","28411","9053","24.16","109818","109839","78992","71.92","9778.66","29764","3684.58","15430","1910.13","45194","5594.7","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"530","530","עיילבון","עיילבון","עיילבון","2971","90530","הצפון","מועצה מקומית","מועצה מקומית","5849","5849","5","5","130","-0.0111764494620134","3","3","62","-0.482005039398213","16992","11209","5783","34.03","45946","45651","17005","37.25","2907.33","7005","1197.64","2331","398.53","9336","1596.17","9547","1632.24","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"511","511","עילוט","עילוט","עילוט","2963","90511","הצפון","מועצה מקומית","מועצה מקומית","9077","9077","2","2","19","-1.40436782836245","4","4","123","0.00392833995373317","17172","14492","2680","15.61","72937","63081","20438","32.4","2251.62","5856","645.15","4242","467.34","10098","1112.48","13669","1505.89","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"532","532","עין מאהל","עין מאהל","עין מאהל","2973","90532","הצפון","מועצה מקומית","מועצה מקומית","14029","14029","3","3","28","-1.10285276637696","4","4","102","-0.143779214190926","53095","48476","4619","8.7","111672","110899","26460","23.86","1886.09","10664","760.14","1423","101.43","12087","861.57","18607","1326.32","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"4502","4502","עין קנייא","עין קנייא","עין קנייא","3015","94502","הצפון","מועצה מקומית","מועצה מקומית","2470","2470","3","3","49","-0.817201059522878","1","1","4","-1.53237014934943","6485","4296","2189","33.75","27431","28088","12450","44.32","5040.49","2234","904.45","753","304.86","2987","1209.31","7691","3113.77","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3660","3660","עמנואל","עמנואל","עמנואל","2849","53660","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","5675","5675","2","2","12","-1.73859499671203","5","5","133","0.0738272235428112","21425","17446","3979","18.57","67992","68139","22759","33.4","4010.4","3108","547.67","6915","1218.5","10023","1766.17","14927","2630.31","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"534","534","עספיא","עספיא","עספיא","2974","90534","חיפה","מועצה מקומית","מועצה מקומית","13403","13403","5","5","105","-0.273844325357136","4","4","114","-0.0905524082941877","33693","25811","7882","23.39","109187","109173","38982","35.71","2908.45","13538","1010.07","3435","256.29","16973","1266.36","15497","1156.23","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"637","637","ערערה","ערערה","ערערה","2986","90637","חיפה","מועצה מקומית","מועצה מקומית","20734","20734","4","4","77","-0.605569696425823","5","5","158","0.261311706361035","79373","69993","9380","11.82","154003","149082","40055","26.87","1931.85","16671","804.04","4293","207.05","20964","1011.09","19316","931.61","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1192","1192","ערערה-בנגב","ערערה-בנגב","ערערה-בנגב","2999","91192","הדרום","מועצה מקומית","מועצה מקומית","21259","21259","1","1","2","-2.45325323192476","2","2","30","-0.890041298206778","67851","58736","9115","13.43","133999","132020","26708","20.23","1256.31","2168","101.98","1104","51.93","3272","153.91","27619","1299.17","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"537","537","פוריידיס","פוריידיס","פוריידיס","2977","90537","חיפה","מועצה מקומית","מועצה מקומית","13548","13548","3","3","59","-0.760301801123199","5","5","141","0.156179486556702","59510","56623","2887","4.85","114765","114765","24322","21.19","1795.25","7584","559.79","719","53.07","8303","612.86","15777","1164.53","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"535","535","פסוטה","פסוטה","פסוטה","2975","90535","הצפון","מועצה מקומית","מועצה מקומית","3426","3426","7","7","163","0.390576799539716","2","2","28","-0.92313120430022","8594","5640","2954","34.37","29774","29774","7852","26.37","2291.89","3654","1066.55","514","150.03","4168","1216.58","8601","2510.51","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"536","536","פקיעין (בוקייעה)","פקיעין (בוקייעה)","פקיעין (בוקייעה)","2976","90536","הצפון","מועצה מקומית","מועצה מקומית","6114","6114","5","5","125","-0.0393890104814623","3","3","40","-0.691919966135239","14128","8780","5348","37.85","51542","51547","14789","28.69","2418.87","6828","1116.78","2052","335.62","8880","1452.4","11535","1886.65","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"7800","7800","פרדס חנה-כרכור","פרדס חנה-כרכור","פרדס חנה-כרכור","2879","67800","חיפה","מועצה מקומית","מועצה מקומית","46601","46601","7","7","188","0.703761731849565","6","6","174","0.511931423370029","128324","98107","30217","23.55","375067","375071","238427","63.57","5116.35","89403","1918.48","38737","831.25","128140","2749.73","2134","45.79","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"171","171","פרדסייה","פרדסייה","פרדסיה","2911","80171","המרכז","מועצה מקומית","מועצה מקומית","7973","7973","9","9","240","1.49214590296197","6","6","205","1.01052396950645","24976","16922","8054","32.25","59589","59637","37474","62.84","4700.11","20659","2591.12","1715","215.1","22374","2806.22","3383","424.31","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1113","1113","צור הדסה","צור הדסה","צור הדסה","3814","11113","ירושלים","מועצה מקומית","מועצה מקומית","10459","10459","8","8",,"1.24420569489159","5","5",,,"31939","17299","14640","45.84","77151","70683","41478","58.68","3965.77","20207","1932.02","828","79.17","21035","2011.19","6476","619.18","False","False","MISSING_INDEX","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3557","3557","קדומים","קדומים","קדומים","2920","83557","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","4564","4564","5","5","132","-0.00611907236279035","5","5","136","0.132503281372712","24395","19074","5321","21.81","68207","68228","29850","43.75","6540.32","7286","1596.41","5502","1205.52","12788","2801.93","12898","2826.03","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"195","195","קדימה-צורן","קדימה-צורן","קדימה-צורן","4137","1350","המרכז","מועצה מקומית","מועצה מקומית","22655","22655","8","8","223","1.24054471039999","6","6","206","1.03236803497663","110161","81104","29057","26.38","203297","200603","107494","53.59","4744.82","54176","2391.35","12725","561.69","66901","2953.03","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"4100","4100","קצרין","קצרין","קצרין","2934","84100","הצפון","מועצה מקומית","מועצה מקומית","8013","8013","5","5","108","-0.224344410019103","1","1","12","-1.24853098182495","56670","45047","11623","20.51","115583","115834","36107","31.17","4506.05","9566","1193.81","10393","1297.02","19959","2490.83","13857","1729.31","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3611","3611","קריית ארבע","קריית ארבע","קרית ארבע","2925","83611","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","7698","7698","3","3","42","-0.904958834882648","3","3","64","-0.472340656498215","39384","31248","8136","20.66","104163","104183","26967","25.88","3503.12","7308","949.34","3008","390.75","10316","1340.09","19613","2547.8","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"2300","2300","קריית טבעון","קריית טבעון","קרית טבעון","2812","42300","חיפה","מועצה מקומית","מועצה מקומית","19158","19158","8","8","220","1.21546960622859","5","5","135","0.0922185422836147","37538","22807","14731","39.24","151968","151995","110590","72.76","5772.52","44868","2342","30697","1602.31","75565","3944.31","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1137","1137","קריית יערים","קריית יערים","קרית יערים","2912","81137","ירושלים","מועצה מקומית","מועצה מקומית","7839","7839","2","2","26","-1.17420140253891","6","6","190","0.788755140252289","17308","12092","5216","30.14","63880","63882","22303","34.91","2845.13","8292","1057.79","1139","145.3","9431","1203.09","15426","1967.85","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"469","469","קריית עקרון","קריית עקרון","קרית עקרון","2830","50469","המרכז","מועצה מקומית","מועצה מקומית","11283","11283","5","5","127","-0.0213281832613795","7","7","220","1.45395845530549","32475","18184","14291","44.01","107333","107632","76389","70.97","6770.25","13396","1187.27","36770","3258.89","50166","4446.16","675","59.82","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3640","3640","קרני שומרון","קרני שומרון","קרני שומרון","2927","83640","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","10541","10541","6","6","146","0.164843167121389","5","5","164","0.313893503650185","74353","64243","10110","13.6","138088","138167","51167","37.03","4854.09","14598","1384.88","4064","385.54","18662","1770.42","17524","1662.46","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"543","543","ראמה","ראמה","ראמה","2981","90543","הצפון","מועצה מקומית","מועצה מקומית","8405","8405","5","5","120","-0.0689968238339717","3","3","59","-0.519677543642692","27631","22002","5629","20.37","72974","72917","19763","27.1","2351.34","6236","741.94","2485","295.66","8721","1037.6","13531","1609.88","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"26","26","ראש פינה","ראש פינה","ראש פינה","2901","80026","הצפון","מועצה מקומית","מועצה מקומית","3308","3308","7","7","186","0.643516313100109","2","2","27","-0.924595831592102","10383","5559","4824","46.46","56968","56968","46289","81.25","13993.05","6804","2056.83","24462","7394.8","31266","9451.63","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"542","542","ריינה","ריינה","ריינה","2980","90542","הצפון","מועצה מקומית","מועצה מקומית","20653","20653","3","3","34","-1.01321698634153","5","5","152","0.220977982526397","57116","45437","11679","20.45","140811","133021","42295","31.8","2047.89","14257","690.31","6540","316.66","20797","1006.97","18455","893.57","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"922","922","רכסים","רכסים","רכסים","2834","50922","חיפה","מועצה מקומית","מועצה מקומית","15086","15086","2","2","13","-1.70853874246549","5","5","134","0.0848389733585958","28798","22458","6340","22.02","94593","94860","22760","23.99","1508.68","5760","381.81","499","33.08","6259","414.89","27380","1814.93","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
