"code","cbs_code","name","authority_name","authority_name_moin","moin_code_col_a","moin_code_col_c","district","type","municipal_status","population","population_2024","socio_cluster_2021","cbs_socio_cluster","socio_rank_2021","socio_value_2021","periphery_cluster_2020","cbs_periphery_cluster","periphery_rank_2020","periphery_value_2020","education_expense_1486_tk","education_revenue_1384_tk","education_net_difference_tk","municipal_education_self_funding_rate","regular_budget_expense_40811_tk","regular_budget_revenue_40814_tk","own_revenue_1805_tk","own_revenue_share_pct","own_revenues_per_capita_nis","arnona_residential_4138_tk","arnona_residential_per_capita_nis","arnona_other_4146_tk","arnona_other_per_capita_nis","arnona_total_4162_tk","arnona_total_per_capita_nis","balancing_grant_1819_tk","balancing_grant_per_capita_nis","is_tamar_outlier","is_war_evacuated_2024","anomaly_classification","arnona_identity_valid","provenance"
"8000","8000","צפת","צפת","צפת","2798","38000","הצפון","עירייה","עירייה","38687","38687","2","2","20","-1.35090011679565","2","2","25","-0.949215742847391","125183","101768","23415","18.7","362264","354917","116841","32.92","3020.16","33117","856.02","33257","859.64","66374","1715.67","65733","1699.1","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"638","638","קלנסווה","קלנסווה","קלנסווה","2987","90638","המרכז","עירייה","עירייה","25167","25167","3","3","62","-0.731520056698698","6","6","191","0.794021769371174","103235","95006","8229","7.97","201144","176551","42946","24.32","1706.44","15119","600.75","4419","175.59","19538","776.33","20631","819.76","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"2620","2620","קריית אונו","קריית אונו","קרית אונו","2814","42620","תל אביב","עירייה","עירייה","45049","45049","9","9","245","1.59412003890112","9","9","249","3.21011096252371","176568","140204","36364","20.59","467147","467175","306433","65.59","6802.22","122189","2712.36","49727","1103.84","171916","3816.2","609","13.52","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"6800","6800","קריית אתא","קריית אתא","קרית אתא","2792","36800","חיפה","עירייה","עירייה","62585","62585","6","6","141","0.0896052990032351","5","5","163","0.294802700385652","237612","162338","75274","31.68","616249","616330","359014","58.25","5736.42","113484","1813.28","115120","1839.42","228604","3652.7","8604","137.48","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"9500","9500","קריית ביאליק","קריית ביאליק","קרית ביאליק","2803","39500","חיפה","עירייה","עירייה","47073","47073","6","6","161","0.328159698878485","6","6","179","0.655567669799153","176945","142164","34781","19.66","457864","457922","318777","69.61","6771.97","90467","1921.84","75863","1611.6","166330","3533.45","2512","53.36","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"2630","2630","קריית גת","קריית גת","קרית גת","2789","32630","הדרום","עירייה","עירייה","72140","72140","4","4","82","-0.551985098455114","5","5","148","0.196138474880697","346487","263793","82694","23.87","816019","816091","539163","66.07","7473.84","91337","1266.11","254278","3524.79","345615","4790.89","13071","181.19","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"9600","9600","קריית ים","קריית ים","קרית ים","2804","39600","חיפה","עירייה","עירייה","41957","41957","5","5","106","-0.246879037009905","6","6","169","0.453110773402441","130487","108421","22066","16.91","449145","449151","207075","46.1","4935.41","68193","1625.31","44812","1068.05","113005","2693.35","46446","1106.99","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"8200","8200","קריית מוצקין","קריית מוצקין","קרית מוצקין","2799","38200","חיפה","עירייה","עירייה","51488","51488","7","7","166","0.40195960098803","6","6","175","0.56139431136771","110386","72417","37969","34.4","340582","340712","208286","61.13","4045.33","101195","1965.41","22295","433.01","123490","2398.42","15556","302.13","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1034","1034","קריית מלאכי","קריית מלאכי","קרית מלאכי","2838","51034","הדרום","עירייה","עירייה","27959","27959","3","3","72","-0.67101641898988","6","6","173","0.500798567660934","96098","74822","21276","22.14","287218","287277","131719","45.85","4711.15","26593","951.14","46414","1660.07","73007","2611.22","32074","1147.18","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"2800","2800","קריית שמונה","קריית שמונה","קרית שמונה","2790","32800","הצפון","עירייה","עירייה","24437","24437","5","5","112","-0.162916525132887","1","1","11","-1.261995226096","51035","41660","9375","18.37","277291","185995","36341","19.54","1487.13","-48","-1.96","22260","910.91","22212","908.95","28792","1178.21","False","True","WAR_EVACUATION_ANOMALY","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"2640","2640","ראש העין","ראש העין","ראש העין","2847","52640","המרכז","עירייה","עירייה","79023","79023","7","7","195","0.78106085755783","8","8","227","1.7403076644374","336582","257358","79224","23.54","678693","691938","405352","58.58","5129.54","158637","2007.48","121977","1543.56","280614","3551.04","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"8300","8300","ראשון לציון","ראשון לציון","ראשון לציון","2777","28300","המרכז","עירייה","עירייה","259275","259275","7","7","189","0.726795782232633","9","9","245","2.78990022823224","1018954","684288","334666","32.84","2800342","2804999","1939380","69.14","7480.01","526902","2032.21","803850","3100.38","1330752","5132.59","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1161","1161","רהט","רהט","רהט","2998","91161","הדרום","עירייה","עירייה","77997","77997","2","2","11","-1.84544793082865","4","4","104","-0.139155398357807","358729","354982","3747","1.04","596668","593999","99106","16.68","1270.64","16912","216.83","20631","264.51","37543","481.34","49702","637.23","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"8400","8400","רחובות","רחובות","רחובות","2778","28400","המרכז","עירייה","עירייה","155049","155049","7","7","182","0.601450671177857","8","8","229","1.89278654723629","607348","403921","203427","33.49","1466116","1382337","858856","62.13","5539.26","305051","1967.45","309443","1995.78","614494","3963.22","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"8500","8500","רמלה","רמלה","רמלה","2800","38500","המרכז","עירייה","עירייה","86052","86052","4","4","95","-0.39921379772397","8","8","231","1.95080661292946","295712","199504","96208","32.53","782395","761103","438060","57.56","5090.64","105186","1222.35","171656","1994.79","276842","3217.15","33735","392.03","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"8600","8600","רמת גן","רמת גן","רמת גן","2755","18600","תל אביב","עירייה","עירייה","172242","172242","8","8","211","1.09933742073598","10","10","253","4.13653246884259","689029","396996","292033","42.38","1867218","1869684","1353605","72.4","7858.74","409910","2379.85","440035","2554.75","849945","4934.6","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"2650","2650","רמת השרון","רמת השרון","רמת השרון","2815","42650","תל אביב","עירייה","עירייה","48860","48860","9","9","248","1.6988326212998","8","8","239","2.3516098562103","220825","124895","95930","43.44","565511","565961","410854","72.59","8408.8","163966","3355.83","115510","2364.1","279476","5719.93","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"8700","8700","רעננה","רעננה","רעננה","2824","48700","המרכז","עירייה","עירייה","82964","82964","8","8","226","1.27987115513508","8","8","234","2.00563506424914","470752","304788","165964","35.26","1077523","1077615","783746","72.73","9446.82","219538","2646.18","196761","2371.64","416299","5017.83","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1031","1031","שדרות","שדרות","שדרות","2837","51031","הדרום","עירייה","עירייה","37239","37239","5","5","115","-0.132346081241021","4","4","105","-0.136474582519656","191019","155989","35030","18.34","564967","462541","111429","24.09","2992.27","10827","290.74","33049","887.48","43876","1178.23","29634","795.78","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"8800","8800","שפרעם","שפרעם","שפרעם","2801","38800","הצפון","עירייה","עירייה","43858","43858","3","3","66","-0.712105818570077","5","5","140","0.151599746521379","122813","110821","11992","9.76","293342","287944","105780","36.74","2411.87","39019","889.67","20997","478.75","60016","1368.42","30035","684.82","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"5000","5000","תל אביב -יפו","תל אביב -יפו","תל אביב-יפו","2754","15000","תל אביב","עירייה","עירייה","494900","494900","8","8","227","1.29252391191505","10","10","254","4.19009552976776","1693050","960043","733007","43.3","7524399","7527983","6227749","82.73","12583.85","1162974","2349.92","2581232","5215.66","3744206","7565.58","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"472","472","אבו גוש","אבו גוש","אבו גוש","2937","90472","ירושלים","מועצה מקומית","מועצה מקומית","8848","8848","3","3","67","-0.711088131152997","6","6","192","0.810287012427046","33317","26126","7191","21.58","77800","77719","23420","30.13","2646.93","7666","866.41","1826","206.37","9492","1072.78","15267","1725.47","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"473","473","אבו סנאן","אבו סנאן","אבו סנאן","2938","90473","הצפון","מועצה מקומית","מועצה מקומית","14542","14542","3","3","75","-0.654802355530496","4","4","97","-0.211694906241405","56979","49302","7677","13.47","127862","122187","26783","21.92","1841.77","8231","566.02","2244","154.31","10475","720.33","16613","1142.42","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"182","182","אבן יהודה","אבן יהודה","אבן יהודה","2858","60182","המרכז","מועצה מקומית","מועצה מקומית","15370","15370","9","9","246","1.62998117714398","7","7","212","1.21561610520485","39824","22081","17743","44.55","111093","111193","79272","71.29","5157.58","40799","2654.46","18725","1218.28","59524","3872.74","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3760","3760","אורנית","אורנית","אורנית","2931","83760","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","10089","10089","8","8","231","1.34192275451799","6","6","203","0.967728867181688","29255","18620","10635","36.35","77894","69993","40880","58.41","4051.94","23305","2309.94","1255","124.39","24560","2434.33","3196","316.78","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"565","565","אזור","אזור","אזור","2805","40565","תל אביב","מועצה מקומית","מועצה מקומית","13067","13067","7","7","170","0.495604131540961","9","9","244","2.72708576367072","44577","25162","19415","43.55","120834","120582","80376","66.66","6151.07","27572","2110.05","29558","2262.03","57130","4372.08","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"478","478","אכסאל","אכסאל","אכסאל","2939","90478","הצפון","מועצה מקומית","מועצה מקומית","15134","15134","3","3","57","-0.764449065158087","4","4","106","-0.136367535082392","57789","52442","5347","9.25","113842","108235","22624","20.9","1494.91","8233","544.01","3450","227.96","11683","771.97","17501","1156.4","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"41","41","אליכין","אליכין","אליכין","2853","60041","המרכז","מועצה מקומית","מועצה מקומית","3855","3855","7","7","165","0.400345878525891","6","6","180","0.659259076535137","11052","5973","5079","45.96","38042","34394","18504","53.8","4800","7733","2005.97","260","67.44","7993","2073.41","7270","1885.86","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3750","3750","אלפי מנשה","אלפי מנשה","אלפי מנשה","2895","73750","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","8038","8038","8","8","216","1.14168078798777","6","6","186","0.72038323033137","25628","19447","6181","24.12","74655","74657","42681","57.17","5309.9","20563","2558.22","3938","489.92","24501","3048.15","4076","507.09","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3560","3560","אלקנה","אלקנה","אלקנה","2921","83560","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","4493","4493","8","8","209","1.07334368834655","6","6","188","0.772650324879684","17307","15854","1453","8.4","51057","50517","26422","52.3","5880.7","8473","1885.82","2596","577.79","11069","2463.61","4608","1025.6","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"529","529","אעבלין","אעבלין","אעבלין","2970","90529","הצפון","מועצה מקומית","מועצה מקומית","13634","13634","3","3","74","-0.666232625884589","5","5","131","0.0660868077028719","40147","32134","8013","19.96","103379","101564","37171","36.6","2726.35","9632","706.47","9392","688.87","19024","1395.34","17326","1270.79","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3650","3650","אפרת","אפרת","אפרתה","2928","83650","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","12114","12114","7","7","172","0.514601509868647","5","5","132","0.0691720612175772","50985","42111","8874","17.41","146759","146430","60197","41.11","4969.21","25402","2096.91","3831","316.25","29233","2413.16","15721","1297.75","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"482","482","בועיינה-נוג'ידאת","בועיינה-נוג'ידאת","בועיינה-נוג'ידאת","2942","90482","הצפון","מועצה מקומית","מועצה מקומית","10630","10630","3","3","30","-1.0625732984864","3","3","52","-0.568745837539863","47592","42627","4965","10.43","97491","97107","19237","19.81","1809.69","8099","761.9","1500","141.11","9599","903.01","15518","1459.83","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"4001","4001","בוקעאתא","בוקעאתא","בוקעאתא","3011","94001","הצפון","מועצה מקומית","מועצה מקומית","6982","6982","3","3","46","-0.884238230521226","1","1","8","-1.48442107560375","15357","11278","4079","26.56","64102","62621","26485","42.29","3793.33","4892","700.66","616","88.23","5508","788.89","10902","1561.44","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"998","998","ביר אל-מכסור","ביר אל-מכסור","ביר אל-מכסור","2994","90998","הצפון","מועצה מקומית","מועצה מקומית","11068","11068","2","2","24","-1.20316526458395","4","4","109","-0.130610589469958","21149","14998","6151","29.08","61643","53283","13200","24.77","1192.63","4726","427","651","58.82","5377","485.81","14008","1265.63","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3574","3574","בית אל","בית אל","בית אל","2923","83574","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","6359","6359","4","4","80","-0.563516491647934","4","4","99","-0.193164326501652","32042","26026","6016","18.78","85286","85313","26818","31.43","4217.33","9745","1532.47","625","98.29","10370","1630.76","15157","2383.55","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3652","3652","בית אריה-עופרים","בית אריה-עופרים","בית אריה","2929","83652","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","5627","5627","7","7","192","0.762896397086821","6","6","185","0.696128456525934","27316","15293","12023","44.01","76196","63977","35107","54.87","6239.03","12277","2181.8","1089","193.53","13366","2375.33","9645","1714.06","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"480","480","בית ג'ן","בית ג'ן","בית ג'ן","2940","90480","הצפון","מועצה מקומית","מועצה מקומית","12446","12446","4","4","87","-0.486945902621896","2","2","37","-0.735231439247749","56903","50430","6473","11.38","114718","114819","25161","21.91","2021.61","11242","903.26","2686","215.81","13928","1119.07","16053","1289.81","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"466","466","בית דגן","בית דגן","בית דגן","2829","50466","המרכז","מועצה מקומית","מועצה מקומית","7728","7728","7","7","178","0.571320041713935","8","8","240","2.47952463066132","21540","13245","8295","38.51","58209","57664","39933","69.25","5167.31","14391","1862.19","12980","1679.61","27371","3541.8","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1066","1066","בני עי""ש","בני עי""ש","בני עי""ש","2890","71066","המרכז","מועצה מקומית","מועצה מקומית","6579","6579","5","5","128","-0.0200238440314052","6","6","187","0.760885837886022","14405","8888","5517","38.3","48167","48208","21264","44.11","3232.1","9552","1451.89","875","133","10427","1584.89","8863","1347.17","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"9800","9800","בנימינה-גבעת עדה","בנימינה-גבעת עדה","בנימינה-גבעת עדה","2882","1352","חיפה","מועצה מקומית","מועצה מקומית","15566","15566","8","8","233","1.36519294500976","5","5","159","0.275923374480909","37269","28993","8276","22.21","134965","134977","96651","71.61","6209.11","33579","2157.2","16253","1044.13","49832","3201.34","2745","176.35","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1326","1326","בסמ""ה","בסמ""ה","בסמ""ה","3004","91326","חיפה","מועצה מקומית","מועצה מקומית","12002","12002","3","3","38","-0.959354343601139","5","5","143","0.158500525443118","33108","24060","9048","27.33","72501","72462","20665","28.52","1721.8","9497","791.28","1246","103.82","10743","895.1","15988","1332.11","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"944","944","בסמת טבעון","בסמת טבעון","בסמת טבעון","2990","90944","הצפון","מועצה מקומית","מועצה מקומית","8268","8268","3","3","45","-0.88466172758432","4","4","116","-0.0768534818780771","17446","11790","5656","32.42","50556","46479","11691","25.15","1414.01","5335","645.26","1298","156.99","6633","802.25","13313","1610.18","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"483","483","בענה","בענה","בענה","2943","90483","הצפון","מועצה מקומית","מועצה מקומית","8714","8714","3","3","36","-0.986553209879586","4","4","107","-0.134095549103232","15753","11427","4326","27.46","60082","60116","19764","32.88","2268.07","6965","799.31","5208","597.7","12173","1397","13643","1565.64","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3730","3730","גבעת זאב","גבעת זאב","גבעת זאב","2930","83730","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","25104","25104","4","4","99","-0.378307391283917","6","6","184","0.676136158169937","66522","49683","16839","25.31","189568","189730","80198","42.27","3194.63","35157","1400.45","9624","383.37","44781","1783.82","25893","1031.43","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1292","1292","ג'דיידה-מכר","ג'דיידה-מכר","ג'דיידה-מכר","2945","90486","הצפון","מועצה מקומית","מועצה מקומית","20231","20231","3","3","50","-0.809201210611647","4","4","100","-0.164893632131944","54450","47530","6920","12.71","144946","144006","37894","26.31","1873.05","18496","914.25","4064","200.9","22561","1115.15","19615","969.57","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"2550","2550","גדרה","גדרה","גדרה","2877","62550","המרכז","מועצה מקומית","מועצה מקומית","31389","31389","7","7","190","0.746739068374713","6","6","200","0.932206673792928","82198","58332","23866","29.03","226211","218212","127829","58.58","4072.41","58833","1874.32","16524","526.43","75357","2400.75","7038","224.22","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"485","485","ג'ולס","ג'ולס","ג'וליס","2944","90485","הצפון","מועצה מקומית","מועצה מקומית","6821","6821","5","5","113","-0.162784599032135","4","4","89","-0.279740827200189","14473","10698","3775","26.08","52287","52275","16463","31.49","2413.55","6839","1002.61","3728","546.55","10567","1549.16","10833","1588.18","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"627","627","ג'לג'וליה","ג'לג'וליה","ג'לג'וליה","2982","90627","המרכז","מועצה מקומית","מועצה מקומית","10992","10992","3","3","39","-0.946825029905484","7","7","221","1.46261356027415","29242","23677","5565","19.03","76979","70019","16921","24.17","1539.39","6105","555.4","2586","235.26","8691","790.67","16724","1521.47","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"166","166","גן יבנה","גן יבנה","גן יבנה","2856","60166","המרכז","מועצה מקומית","מועצה מקומית","25144","25144","7","7","194","0.773669276847494","6","6","182","0.669869484762527","57989","39185","18804","32.43","161776","158821","102781","64.71","4087.69","43186","1717.55","18081","719.1","61267","2436.64","5974","237.59","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"541","541","ג'סר א-זרקא","ג'סר א-זרקא","ג'סר א-זרקא","2979","90541","חיפה","מועצה מקומית","מועצה מקומית","15824","15824","2","2","18","-1.44755159362247","5","5","157","0.256791895556945","69395","62277","7118","10.26","151841","147037","26931","18.32","1701.91","11702","739.51","884","55.86","12586","795.37","18381","1161.59","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"487","487","ג'ש (גוש חלב)","ג'ש (גוש חלב)","ג'ש (גוש חלב)","2946","90487","הצפון","מועצה מקומית","מועצה מקומית","3243","3243","7","7","176","0.551588852836347","2","2","24","-0.950076034187209","6472","4554","1918","29.64","29122","26629","8295","31.15","2557.82","3878","1195.81","1448","446.5","5326","1642.31","5041","1554.42","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"628","628","ג'ת","ג'ת","ג'ת","2983","90628","חיפה","מועצה מקומית","מועצה מקומית","12834","12834","5","5","138","0.0370622126686846","6","6","171","0.466600959631434","49852","43778","6074","12.18","105448","104459","34480","33.01","2686.65","15462","1204.77","6129","477.56","21591","1682.33","12016","936.26","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"494","494","דאלית אל-כרמל","דאלית אל-כרמל","דאלית אל-כרמל","2950","90494","חיפה","מועצה מקומית","מועצה מקומית","18364","18364","5","5","110","-0.202919743855874","4","4","112","-0.0966147595416795","46154","31893","14261","30.9","139433","139433","50985","36.57","2776.36","22333","1216.13","6439","350.63","28772","1566.76","23368","1272.49","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"489","489","דבורייה","דבורייה","דבוריה","2947","90489","הצפון","מועצה מקומית","מועצה מקומית","10830","10830","4","4","91","-0.409279200501615","4","4","87","-0.293831985159086","45701","41816","3885","8.5","85533","84413","18847","22.33","1740.26","8689","802.31","1890","174.52","10579","976.82","13919","1285.23","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"490","490","דייר אל-אסד","דייר אל-אסד","דיר אל-אסד","2948","90490","הצפון","מועצה מקומית","מועצה מקומית","12619","12619","4","4","85","-0.5172186264917","4","4","95","-0.222759117583353","51389","44778","6611","12.86","104683","104774","21857","20.86","1732.07","9208","729.69","1803","142.88","11011","872.57","14269","1130.76","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"492","492","דייר חנא","דייר חנא","דיר חנא","2949","90492","הצפון","מועצה מקומית","מועצה מקומית","10762","10762","4","4","83","-0.533567695535289","3","3","71","-0.437317320158929","46117","38895","7222","15.66","88140","88038","21878","24.85","2032.89","9855","915.72","2470","229.51","12325","1145.23","12184","1132.13","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"3769","3769","הר אדר","הר אדר","הר אדר","2932","83769","אזור יהודה והשומרון","מועצה מקומית","מועצה מקומית","4339","4339","9","9","249","1.74818391559113","6","6","172","0.480186776874635","10376","6356","4020","38.74","35351","35072","25937","73.95","5977.64","15800","3641.39","295","67.99","16095","3709.38","223","51.39","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"9300","9300","זכרון יעקב","זכרון יעקב","זכרון יעקב","2880","69300","חיפה","מועצה מקומית","מועצה מקומית","24201","24201","8","8","214","1.11717929536182","5","5","153","0.222855668186709","100029","86325","13704","13.7","242033","242050","138074","57.04","5705.3","66870","2763.11","27620","1141.28","94490","3904.38","0","0","False","False","TRUE_ZERO_BALANCING","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1290","1290","זמר","זמר","זמר","3002","91290","המרכז","מועצה מקומית","מועצה מקומית","7953","7953","4","4","90","-0.444758642069458","6","6","168","0.452299877750729","19149","14390","4759","24.85","55364","52537","16283","30.99","2047.4","8405","1056.83","2803","352.45","11208","1409.28","9998","1257.14","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"975","975","זרזיר","זרזיר","זרזיר","2992","90975","הצפון","מועצה מקומית","מועצה מקומית","9149","9149","3","3","32","-1.04320032660218","4","4","113","-0.0923396899460328","20392","14978","5414","26.55","58321","59587","18475","31.01","2019.35","7823","855.07","2181","238.39","10004","1093.45","12778","1396.66","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1303","1303","חורה","חורה","חורה","3003","91303","הדרום","מועצה מקומית","מועצה מקומית","23034","23034","1","1","8","-2.22020862332784","3","3","60","-0.510079774941582","131193","127406","3787","2.89","215390","215799","29881","13.85","1297.26","7743","336.16","1857","80.62","9600","416.78","28089","1219.46","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"496","496","חורפיש","חורפיש","חורפיש","2951","90496","הצפון","מועצה מקומית","מועצה מקומית","6877","6877","5","5","103","-0.288219952132669","2","2","32","-0.827224252905083","33923","27501","6422","18.93","78889","78906","15121","19.16","2198.78","6436","935.87","1531","222.63","7967","1158.5","11534","1677.18","False","True","WAR_EVACUATION_CONTEXT","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"2034","2034","חצור הגלילית","חצור הגלילית","חצור הגלילית","2842","52034","הצפון","מועצה מקומית","מועצה מקומית","11013","11013","4","4","84","-0.518133364955538","2","2","23","-0.964286546054192","38531","23795","14736","38.24","115455","106194","39846","37.52","3618.09","13614","1236.18","11391","1034.32","25005","2270.5","21109","1916.73","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"962","962","טובא-זנגרייה","טובא-זנגרייה","טובא-זנגריה","2991","90962","הצפון","מועצה מקומית","מועצה מקומית","7173","7173","3","3","48","-0.866599121124261","2","2","19","-1.03000588472106","31198","26561","4637","14.86","72511","63602","12909","20.3","1799.67","5745","800.92","396","55.21","6141","856.13","11058","1541.61","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"498","498","טורעאן","טורעאן","טורעאן","2952","90498","הצפון","מועצה מקומית","מועצה מקומית","14931","14931","3","3","51","-0.803302815468745","3","3","79","-0.365144357328359","36574","32134","4440","12.14","107377","107776","40451","37.53","2709.2","12331","825.87","10275","688.17","22606","1514.03","15934","1067.18","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
"1295","1295","יאנוח-ג'ת","יאנוח-ג'ת","יאנוח-ג'ת","2954","90500","הצפון","מועצה מקומית","מועצה מקומית","6890","6890","4","4","92","-0.405411590264815","3","3","53","-0.563852777458738","17343","12685","4658","26.86","53683","53676","15800","29.44","2293.18","7924","1150.07","1056","153.27","8980","1303.34","10012","1453.12","False","False","STANDARD","True","MOIN_AUDITED_2024_CBS_2024_STAGE4B_VERIFIED"
